ts,engine,workload,requests,errors,server_p50_ms,server_p95_ms,server_p99_ms,server_mean_ms,server_min_ms,server_max_ms,p50_ms,p95_ms,p99_ms,mean_ms,min_ms,max_ms
2026-07-17T04:02:16+00:00,jaseci,feed,400,0,300.382,559.248,653.117,357.668,226.485,691.916,372.228,621.506,718.352,432.37,275.141,750.844
