ts,engine,workload,requests,errors,server_p50_ms,server_p95_ms,server_p99_ms,server_mean_ms,server_min_ms,server_max_ms,p50_ms,p95_ms,p99_ms,mean_ms,min_ms,max_ms
2026-07-17T03:53:58+00:00,neo4j,profile,400,0,1.193,1.873,2.532,1.265,0.825,3.252,2.22,3.075,3.884,2.295,1.544,5.004
