ts,engine,workload,requests,errors,server_p50_ms,server_p95_ms,server_p99_ms,server_mean_ms,server_min_ms,server_max_ms,p50_ms,p95_ms,p99_ms,mean_ms,min_ms,max_ms
2026-07-17T03:54:22+00:00,jaseci,profile,400,0,22.622,82.384,119.748,27.566,14.06,158.18,31.633,90.94,130.085,36.507,20.388,168.617
