ts,engine,workload,requests,errors,server_p50_ms,server_p95_ms,server_p99_ms,server_mean_ms,server_min_ms,server_max_ms,p50_ms,p95_ms,p99_ms,mean_ms,min_ms,max_ms
2026-07-17T04:03:32+00:00,jaseci,profile,400,0,13.69,26.128,47.269,15.263,9.258,96.542,21.576,37.933,55.04,23.557,15.684,106.72
